Date,kWh,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Press_avg,Precipit
2017-10-01,0.37070833333333336,69.8,61.1,74.3,10.4,30.0,0.0
2017-10-02,0.3827083333333334,64.3,57.0,77.5,9.7,30.1,0.0
2017-10-03,0.6213333333333333,71.8,66.5,83.9,5.7,30.0,0.0
2017-10-04,0.6969583333333333,74.3,67.3,78.8,12.1,29.9,0.0
2017-10-05,0.7561666666666667,75.8,67.0,74.7,11.0,29.9,0.02
2017-10-06,0.8394166666666667,78.3,67.9,71.5,8.4,29.8,0.0
2017-10-07,1.0724583333333333,77.2,72.5,85.9,7.4,29.9,2.31
2017-10-08,0.8673333333333333,83.6,76.0,79.8,5.8,29.9,0.0
2017-10-09,0.7571666666666667,75.2,60.2,61.7,8.0,29.9,0.0
2017-10-10,0.686125,75.3,65.7,74.1,9.0,29.9,0.0
2017-10-11,0.5681666666666666,59.6,48.4,69.3,6.8,30.1,0.0
2017-10-12,0.47104166666666664,49.3,34.6,62.1,2.9,30.3,0.0
2017-10-13,1.1972500000000001,79.8,72.0,79.6,3.9,29.9,0.0
2017-10-14,1.4036666666666668,78.2,72.8,85.9,4.4,29.9,0.0
2017-10-15,1.3234583333333334,77.3,68.7,77.0,8.1,30.0,0.0
2017-10-16,0.5378333333333333,67.7,48.1,51.0,11.6,30.1,0.0
2017-10-17,0.5145416666666667,63.4,47.2,59.0,5.0,30.1,0.0
2017-10-18,0.5267499999999999,66.9,56.4,72.3,3.8,30.0,0.0
2017-10-19,0.7115833333333333,72.0,62.8,75.2,6.3,30.0,0.0
2017-10-20,0.7557083333333333,73.7,70.3,89.3,10.9,29.9,0.01
2017-10-21,0.9830416666666667,76.0,72.9,91.1,7.0,29.8,0.01
2017-10-22,0.8292083333333333,67.8,64.4,89.6,9.9,29.9,0.04
2017-10-23,0.48737499999999995,64.4,49.3,63.8,1.9,30.0,0.97
2017-10-24,0.5003333333333333,65.8,39.8,45.5,10.3,30.1,0.0
2017-10-25,0.43412500000000004,60.6,38.1,48.5,4.5,30.1,0.0
2017-10-26,0.32693960437499997,67.3,51.5,60.0,7.0,29.8,0.0
2017-10-27,0.32349999999999995,63.0,49.7,64.3,11.2,29.8,0.0
2017-10-28,0.323625,51.8,29.0,43.7,11.1,30.0,0.0
2017-10-29,0.354875,54.0,30.4,48.0,3.4,29.9,0.0
2017-10-30,0.33670833333333333,62.1,50.5,68.7,4.8,29.9,0.0
2017-10-31,0.3391666666666666,68.7,64.7,88.4,7.2,29.9,0.0
2017-11-01,0.36916666666666664,71.8,63.4,75.9,12.6,29.9,0.0
2017-11-02,0.5857083333333334,74.9,67.0,77.4,9.9,29.9,0.0
2017-11-03,0.4845,67.5,65.0,91.7,7.7,30.0,0.0
2017-11-04,0.49462500000000004,68.1,64.1,87.2,9.6,30.0,0.14
2017-11-05,0.793375,77.8,69.8,77.2,10.0,29.8,0.0
2017-11-06,1.2910416666666666,81.2,71.4,73.4,8.8,29.8,0.0
2017-11-07,1.0795833333333333,82.3,73.9,76.3,4.6,29.9,0.5
2017-11-08,0.82825,86.4,75.8,72.1,4.8,29.9,0.12
2017-11-09,0.7770833333333332,73.8,59.0,62.0,7.3,29.9,0.0
2017-11-10,0.7027083333333334,71.0,55.5,59.3,7.4,30.0,0.0
2017-11-11,0.8995000000000001,65.1,54.9,70.0,8.5,30.0,0.0
2017-11-12,0.41170833333333334,57.3,35.5,50.2,5.3,30.1,0.0
2017-11-13,0.5692916666666666,67.9,60.3,78.8,5.2,30.1,0.0
2017-11-14,0.5087916666666666,67.1,59.5,78.6,6.8,30.0,0.0
2017-11-15,0.5670000000000001,68.5,63.2,84.8,5.2,29.9,0.0
2017-11-16,0.6752916666666667,72.1,68.1,88.1,7.1,30.0,0.0
2017-11-17,0.6138333333333333,76.1,67.9,77.7,8.3,29.9,0.0
2017-11-18,0.4902916666666666,73.5,61.2,67.8,13.3,29.8,0.0
2017-11-19,0.4090416666666667,55.3,35.5,50.3,9.3,30.1,0.0
2017-11-20,0.41970833333333335,54.3,42.9,67.9,6.4,30.0,0.0
2017-11-21,0.438375,64.0,58.1,82.0,7.3,29.8,0.0
2017-11-22,0.37266666666666665,59.8,49.0,69.4,11.4,30.1,0.0
2017-11-23,0.24341666666666664,51.5,36.9,60.9,2.7,30.0,0.0
2017-11-24,0.22916666666666666,56.4,41.5,63.5,4.0,29.9,0.0
2017-11-25,0.31758333333333333,63.7,55.8,78.3,3.9,29.9,0.0
2017-11-26,0.48420833333333335,62.9,51.0,69.0,4.2,30.1,0.0
2017-11-27,0.3420833333333333,59.0,45.4,64.2,4.7,30.0,0.0
2017-11-28,0.34025,62.7,58.1,86.6,6.1,30.0,0.0
2017-11-29,0.33075,63.6,61.2,92.7,2.5,30.1,0.0
2017-11-30,0.3257083333333333,62.3,45.3,57.9,5.0,30.1,0.0
2017-12-01,0.37729166666666664,71.5,64.7,80.7,11.1,30.0,0.0
2017-12-02,0.9014166666666666,75.0,65.4,73.6,5.9,30.0,0.0
2017-12-03,0.35401666666666665,55.8,49.5,80.0,12.6,30.0,1.37
2017-12-04,0.40487500000000004,68.5,64.0,86.0,6.3,30.0,0.73
2017-12-05,0.9122083333333334,76.4,64.2,69.0,8.9,29.7,0.33
2017-12-06,1.1435833333333334,83.1,74.1,75.2,10.8,29.8,0.02
2017-12-07,1.0602083333333334,81.9,74.3,78.5,6.8,29.9,0.0
2017-12-08,1.3832083333333334,87.2,75.5,69.8,5.7,29.8,0.0
2017-12-09,0.8602500000000001,73.8,58.3,62.5,4.7,29.7,0.0
2017-12-10,0.9093749999999999,76.3,66.1,72.0,3.5,29.9,0.0
2017-12-11,0.9872083333333332,68.2,58.4,72.3,4.8,30.1,0.0
2017-12-12,0.43695833333333334,53.8,32.3,46.3,8.1,30.1,0.0
2017-12-13,0.4478333333333333,46.9,33.6,64.1,2.7,30.0,0.0
2017-12-14,0.43979166666666664,53.7,42.9,68.8,3.5,29.9,0.0
2017-12-15,0.472,49.9,35.5,59.0,7.8,30.1,0.0
2017-12-16,0.41,51.1,41.5,72.9,9.4,30.0,0.0
2017-12-17,0.5271666666666667,52.7,50.6,93.0,3.2,30.0,0.82
2017-12-18,0.3501666666666667,63.2,60.8,92.2,6.4,30.0,0.0
2017-12-19,0.3822916666666667,72.7,69.5,90.5,10.3,29.9,0.05
2017-12-20,0.24437499999999998,67.3,56.6,72.5,5.2,29.9,0.75
2017-12-21,0.19974999999999998,67.3,62.3,84.8,6.8,29.8,0.0
2017-12-22,0.20170833333333335,69.1,64.0,84.8,12.7,29.8,0.0
2017-12-23,0.1920833333333333,46.9,37.2,70.5,8.1,30.1,0.07
2017-12-24,0.249125,49.8,40.3,73.3,8.0,30.1,0.0
2017-12-25,0.2582083333333333,46.0,35.9,69.7,8.9,30.2,0.0
2017-12-26,0.3174166666666667,48.9,42.9,81.0,10.6,30.1,0.0
2017-12-27,0.6463333333333333,42.3,40.0,91.5,12.5,30.3,0.2
2017-12-28,0.60325,41.2,36.5,83.6,8.2,30.3,0.02
2017-12-29,0.4865,48.9,37.6,65.5,6.9,30.2,0.0
2017-12-30,0.4595833333333333,53.5,50.0,88.1,7.8,30.0,0.0
2017-12-31,0.3925,47.0,42.0,83.8,13.6,30.2,0.01
2018-01-01,0.6909583333333332,34.6,16.2,48.6,14.8,30.5,0.0
2018-01-02,0.3817916666666667,66.0,56.0,72.5,5.9,29.9,0.0
2018-01-03,0.7087500000000001,70.7,59.6,70.0,12.2,29.9,0.0
2018-01-04,0.7062916666666667,70.3,62.3,78.0,7.2,29.9,0.0
2018-01-05,0.664,74.1,68.6,82.9,13.9,29.9,0.0
2018-01-06,0.7172083333333333,85.3,74.9,73.2,7.6,29.8,0.0
2018-01-07,1.894875,86.0,75.1,71.6,7.8,29.8,0.0
2018-01-08,1.453,82.5,69.0,68.5,4.8,29.8,1.56
2018-01-09,1.8860416666666666,81.5,76.8,86.1,7.2,29.8,0.0
2018-01-10,1.7141250000000001,76.1,73.8,93.1,7.5,30.0,0.0
2018-01-11,0.6189583333333334,60.9,53.5,78.6,9.7,29.8,2.26
2018-01-12,0.5400416666666666,70.7,55.5,64.3,6.6,29.6,0.01
2018-01-13,0.48091666666666666,40.0,23.2,53.2,6.5,30.4,0.0
2018-01-14,0.7166250000000001,40.1,28.0,65.5,6.2,30.4,0.0
2018-01-15,0.431875,51.0,42.8,75.9,7.6,30.2,0.0
2018-01-16,0.7217083333333334,30.3,26.2,84.7,17.7,30.5,0.17
2018-01-17,0.8647916666666666,27.6,13.2,56.2,8.7,30.6,0.18
2018-01-18,0.5835,31.7,17.8,58.5,4.7,30.4,0.0
2018-01-19,0.5218333333333333,48.2,42.2,80.7,9.2,30.1,0.0
2018-01-20,0.42754166666666665,61.4,60.3,96.0,7.2,29.9,0.07
2018-01-21,0.42883333333333334,68.5,65.4,89.9,12.2,29.8,0.02
2018-01-22,0.3538333333333333,61.0,41.6,54.3,9.6,29.9,0.6
2018-01-23,0.35375,50.9,28.2,47.3,5.6,30.1,0.0
2018-01-24,0.44725,49.7,27.5,46.4,3.9,30.3,0.0
2018-01-25,0.5489583333333333,47.3,34.1,65.3,5.9,30.3,0.0
2018-01-26,0.386625,58.0,53.3,85.0,9.0,30.1,0.0
2018-01-27,0.4130833333333333,62.1,61.9,99.2,5.7,30.0,0.23
2018-01-28,0.4187916666666667,61.8,56.3,83.8,8.0,30.1,0.49
2018-01-29,0.46449999999999997,54.3,33.1,48.1,10.0,30.3,0.0
2018-01-30,0.4943333333333333,48.8,31.2,53.2,6.5,30.3,0.0
2018-01-31,0.44908333333333333,56.0,46.3,72.9,7.5,30.0,0.0
2018-02-01,0.587125,31.2,13.9,49.6,9.9,30.4,0.0
2018-02-02,0.36916666666666664,54.3,33.6,47.0,14.3,30.2,0.0
2018-02-03,0.34062499999999996,63.0,54.1,74.0,7.2,30.1,0.01
2018-02-04,0.8237916666666667,74.8,67.5,79.5,9.1,29.8,0.0
2018-02-05,0.6829583333333332,78.3,70.9,78.3,14.5,29.9,0.0
2018-02-06,1.0312916666666667,86.1,75.1,71.4,6.6,29.8,0.0
2018-02-07,1.5185000000000002,86.0,74.7,70.7,4.9,29.9,0.0
2018-02-08,1.4733333333333334,83.2,68.2,64.2,3.3,29.9,0.0
2018-02-09,1.2785833333333334,78.1,77.0,96.4,6.8,29.8,0.19
2018-02-10,2.021729166666667,78.3,75.1,90.8,5.1,30.0,0.9
2018-02-11,0.45858333333333334,59.5,47.7,68.6,4.5,29.9,0.0
2018-02-12,0.5918333333333333,62.9,45.8,58.4,5.6,29.7,0.0
2018-02-13,0.48466666666666663,47.4,45.6,93.5,6.2,30.3,0.0
2018-02-14,0.41324999999999995,67.3,63.9,89.7,6.8,30.1,0.6
2018-02-15,0.33308333333333334,72.9,65.9,79.7,8.9,30.0,0.01
2018-02-16,0.6912083333333333,71.1,65.1,82.1,6.1,30.0,0.0
2018-02-17,0.5280833333333333,65.8,60.5,83.2,5.9,30.0,0.0
2018-02-18,0.597375,67.3,62.5,84.7,11.1,30.0,0.0
2018-02-19,0.491625,73.3,66.3,79.4,14.9,29.9,0.0
2018-02-20,0.4956666666666667,74.5,68.8,82.2,14.6,29.9,0.0
2018-02-21,0.36604166666666665,62.9,61.6,95.6,9.2,30.0,0.13
2018-02-22,0.43520833333333336,60.0,58.8,95.8,5.2,30.1,1.61
2018-02-23,0.3400833333333333,68.5,64.9,89.5,8.9,30.0,0.1
2018-02-24,0.399,74.9,68.9,82.2,9.5,29.8,0.01
2018-02-25,0.5065833333333333,60.1,58.1,93.3,8.9,29.9,0.17
2018-02-26,0.3394166666666667,59.9,55.5,86.8,8.3,30.0,1.0
2018-02-27,0.3665,68.1,64.2,87.9,11.8,29.9,0.0
2018-02-28,0.6571250000000001,75.8,68.1,78.1,11.0,29.8,0.0
2018-03-01,0.5588333333333333,33.9,15.8,50.3,6.0,30.3,0.0
2018-03-02,0.48654166666666665,50.5,44.4,81.8,7.6,30.0,0.0
2018-03-03,0.5257083333333333,64.0,53.5,70.8,9.8,30.1,0.0
2018-03-04,0.5345833333333333,76.8,67.5,73.7,11.2,29.7,0.0
2018-03-05,0.6623333333333333,79.0,70.6,76.3,14.4,29.9,0.0
2018-03-06,2.0829999999999997,83.9,73.7,73.8,7.4,29.9,0.0
2018-03-07,1.673375,84.7,73.8,72.1,7.1,29.8,0.0
2018-03-08,1.6876666666666666,83.8,70.5,67.4,5.8,29.9,0.0
2018-03-09,0.706625,76.6,76.4,99.2,8.0,29.8,0.67
2018-03-10,2.141275,80.7,77.0,89.5,3.7,29.9,0.0
2018-03-11,0.52375,66.7,55.9,69.4,8.9,29.9,0.0
2018-03-12,0.52325,56.5,40.9,57.8,10.1,30.0,0.0
2018-03-13,0.37104166666666666,57.0,39.1,56.3,3.4,30.1,0.0
2018-03-14,0.35862499999999997,58.0,40.0,54.9,4.4,30.1,0.0
2018-03-15,0.39191666666666664,62.9,53.1,72.9,9.0,29.9,0.0
2018-03-16,0.589,74.5,66.4,77.1,8.6,29.8,0.0
2018-03-17,0.8508333333333332,74.1,68.1,82.2,7.6,29.8,0.0
2018-03-18,0.7262916666666667,74.3,68.3,82.7,4.4,29.7,0.0
2018-03-19,0.6980833333333334,74.5,53.5,59.5,9.1,29.6,0.0
2018-03-20,0.5630833333333333,62.3,40.1,45.4,10.8,29.9,0.0
2018-03-21,0.3636249999999999,61.8,39.9,50.0,4.3,30.0,0.0
2018-03-22,0.46599999999999997,63.3,50.3,65.7,9.6,30.1,0.0
2018-03-23,0.39329166666666665,69.5,58.8,70.9,10.8,30.0,0.0
2018-03-24,0.5895416666666666,74.1,65.6,75.2,10.0,29.8,0.0
2018-03-25,0.6626249999999999,72.5,66.5,82.8,8.6,29.8,0.0
2018-03-26,0.7658333333333333,74.6,67.5,79.7,15.6,29.8,0.0
2018-03-27,0.81025,74.3,68.9,83.5,13.7,29.9,0.0
2018-03-28,0.4875416666666667,69.8,67.2,91.7,10.2,29.7,0.04
2018-03-29,0.3797916666666667,67.8,62.1,84.2,7.5,29.7,2.89
2018-03-30,0.2508333333333333,67.0,51.8,60.5,9.2,30.1,0.0
2018-03-31,0.293125,67.3,57.1,72.8,7.0,30.0,0.0
2018-04-01,0.4558333333333333,40.4,23.4,55.0,3.1,30.2,0.0
2018-04-02,0.37754166666666666,61.2,59.4,94.1,6.7,29.9,0.04
2018-04-03,0.5356249999999999,70.2,65.2,84.3,13.3,29.9,0.0
2018-04-04,0.6477916666666667,64.0,43.4,51.6,14.8,30.0,0.01
2018-04-05,0.453,74.9,70.2,85.3,8.6,29.9,0.0
2018-04-06,1.6460833333333333,82.8,72.9,73.3,5.1,29.9,0.01
2018-04-07,0.9321666666666667,75.5,74.0,95.4,5.8,29.9,0.04
2018-04-08,1.044375,81.3,75.3,82.9,6.9,29.9,0.0
2018-04-09,0.8130416666666668,79.6,77.0,92.4,9.2,29.9,0.33
2018-04-10,2.3800833333333333,80.8,75.2,84.8,3.6,29.9,0.03
2018-04-11,0.776875,65.9,61.8,87.5,7.3,29.9,0.0
2018-04-12,0.41429166666666667,49.8,37.5,64.5,7.8,30.2,0.0
2018-04-13,0.606125,77.5,70.3,78.8,14.2,29.6,0.0
2018-04-14,0.3734166666666667,61.0,50.4,71.0,12.5,29.8,0.28
2018-04-15,0.3717916666666667,57.0,34.6,46.3,9.9,30.0,0.17
2018-04-16,0.3473333333333333,63.8,43.1,52.8,6.1,30.1,0.0
2018-04-17,0.35241666666666666,71.8,57.9,64.6,11.5,29.9,0.0
2018-04-18,0.5500416666666667,73.3,64.3,74.3,6.8,29.9,0.0
2018-04-19,0.555,68.9,43.3,41.4,10.8,30.1,0.0
2018-04-20,0.5174166666666666,59.6,46.4,62.4,10.0,30.1,0.0
2018-04-21,0.35483333333333333,67.9,64.1,87.8,11.3,29.9,0.0
2018-04-22,0.3519583333333333,65.1,58.8,81.7,9.8,29.9,1.12
2018-04-23,0.48370833333333335,66.3,52.0,63.6,6.3,29.9,0.0
2018-04-24,0.6214166666666666,71.5,57.8,65.8,3.0,29.9,0.0
2018-04-25,0.5837083333333334,73.4,60.8,67.1,6.2,29.9,0.0
2018-04-26,0.41425,65.2,49.3,58.9,8.4,29.9,0.0
2018-04-27,0.442625,67.2,51.9,61.3,5.0,29.9,0.0
2018-04-28,0.9804166666666667,70.8,54.4,60.7,3.5,29.9,0.0
2018-04-29,0.6250416666666666,71.0,57.5,66.1,7.8,30.0,0.0
2018-04-30,0.6991666666666667,69.8,62.8,79.8,11.0,30.0,0.0
2018-05-01,0.51625,45.9,32.4,60.6,5.3,30.3,0.0
2018-05-02,0.3718333333333333,56.2,51.9,85.7,8.1,30.0,0.0
2018-05-03,0.586375,73.7,64.1,73.4,8.4,29.8,0.02
2018-05-04,0.41691666666666666,64.8,56.1,74.0,11.3,30.0,0.0
2018-05-05,1.3112916666666667,71.3,64.2,80.5,6.1,30.0,1.33
2018-05-06,1.5617083333333335,85.8,73.7,69.2,6.2,29.8,0.0
2018-05-07,1.2947083333333333,82.0,73.5,77.8,6.7,30.0,4.15
2018-05-08,1.134625,82.7,74.9,78.8,7.6,30.0,0.04
2018-05-09,0.8675,82.7,75.9,81.3,6.2,29.9,0.26
2018-05-10,2.084875,80.1,76.2,88.9,6.7,29.9,0.0
2018-05-11,0.6937083333333334,73.1,69.5,89.5,6.7,29.7,0.71
2018-05-12,0.417375,47.8,35.3,65.5,4.7,30.3,0.0
2018-05-13,1.4267916666666667,80.6,71.9,77.0,8.2,29.9,0.0
2018-05-14,1.1632083333333334,80.3,68.9,71.5,6.7,29.9,0.0
2018-05-15,1.0472916666666665,81.0,66.4,65.2,4.4,29.8,0.0
2018-05-16,1.0885416666666667,82.2,65.1,60.0,5.1,29.8,0.0
2018-05-17,1.5447916666666668,84.2,66.8,58.8,5.0,29.7,0.0
2018-05-18,1.3623750000000001,82.0,70.6,70.7,8.7,29.7,0.0
2018-05-19,1.6993749999999999,82.2,71.5,72.2,12.4,29.8,0.0
2018-05-20,1.376125,76.3,72.4,88.2,10.8,29.9,0.0
2018-05-21,0.799875,74.3,70.7,89.2,5.6,29.9,1.06
2018-05-22,0.872375,77.9,71.5,82.2,3.8,29.9,0.39
2018-05-23,0.9013333333333334,76.2,71.8,87.3,5.1,29.9,0.16
2018-05-24,1.0056666666666667,78.8,71.1,78.8,6.3,29.9,0.17
2018-05-25,0.7771666666666667,80.8,72.7,77.6,3.5,29.8,0.0
2018-05-26,0.6075833333333334,80.4,72.4,78.8,8.9,29.7,0.03
2018-05-27,0.510625,79.4,72.2,80.2,4.8,29.7,0.59
2018-05-28,0.6050833333333333,83.0,72.5,73.1,3.2,29.7,0.0
2018-05-29,0.7362083333333334,85.2,73.0,68.5,5.5,29.6,0.0
2018-05-30,0.6230416666666666,83.7,73.1,72.1,7.8,29.7,0.0
2018-05-31,0.628125,84.7,74.2,72.0,10.2,29.7,0.0
2018-06-01,0.464625,49.0,40.5,75.0,7.0,30.2,0.0
2018-06-02,0.39666666666666667,66.7,65.1,94.7,8.6,29.9,0.02
2018-06-03,0.3472916666666666,63.7,31.6,33.1,9.4,29.9,0.0
2018-06-04,0.44508333333333333,74.6,69.1,83.3,10.0,29.7,0.0
2018-06-05,1.1055833333333334,75.3,59.3,60.2,3.3,30.0,0.1
2018-06-06,1.4975416666666668,83.3,74.8,77.6,5.2,29.7,0.0
2018-06-07,1.3080416666666668,82.2,74.6,79.8,6.6,30.0,0.05
2018-06-08,1.5869166666666665,82.0,76.8,84.9,6.1,29.9,0.04
2018-06-09,0.9906666666666667,83.1,75.7,79.8,4.3,29.9,0.0
2018-06-10,2.26225,81.8,75.3,82.3,6.5,29.8,0.0
2018-06-11,1.1939583333333335,78.7,75.5,90.4,4.5,29.8,0.03
2018-06-12,0.4125833333333333,56.0,53.5,91.2,7.1,30.1,0.0
2018-06-13,1.6237083333333333,85.3,73.4,70.0,7.3,29.9,0.0
2018-06-14,1.4803333333333333,83.3,72.8,72.1,5.9,29.9,0.0
2018-06-15,1.711875,84.0,73.9,73.3,8.8,29.8,0.0
2018-06-16,1.3361666666666665,84.9,73.1,69.8,11.4,29.8,0.0
2018-06-17,1.5033750000000001,79.9,77.4,92.2,10.1,29.8,0.07
2018-06-18,1.2364583333333334,77.8,76.0,94.3,11.7,29.8,1.21
2018-06-19,1.1744583333333334,77.0,75.8,95.7,12.3,29.8,2.42
2018-06-20,0.9287083333333334,78.4,76.5,94.0,10.2,29.7,0.73
2018-06-21,1.2230416666666668,80.6,77.1,89.5,4.4,29.8,1.43
2018-06-22,1.3692916666666666,84.6,77.2,80.4,6.7,29.8,0.0
2018-06-23,1.4964583333333332,84.7,76.3,77.2,9.0,29.7,0.0
2018-06-24,1.4245416666666666,85.1,75.8,75.2,10.5,29.8,0.0
2018-06-25,1.4961666666666666,83.5,76.3,79.6,10.1,29.9,0.0
2018-06-26,1.6385416666666668,84.8,75.7,75.6,6.7,29.9,0.51
2018-06-27,1.6540416666666669,86.0,74.9,71.3,6.1,29.9,0.0
2018-06-28,1.7729583333333334,86.2,75.7,71.9,8.1,29.9,0.0
2018-06-29,1.8938750000000002,86.0,75.3,71.9,8.7,29.9,0.01
2018-06-30,1.9987083333333333,85.5,75.5,74.1,7.9,29.9,0.0
2018-07-01,0.5004166666666666,58.8,56.2,91.5,8.3,29.9,0.0
